starting_x,starting_y,dx,dy,ending_x,ending_y
292,522,362,161,433.8618433154617,366.774241904841
165,373,611,57,586.47321317811,319.7108337063387
589,647,48,66,547.3423185876078,677.8583908047326
425,422,465,681,407.7430535021252,333.67609800306343
628,77,120,144,727.4163727380317,159.7808195647306
720,418,756,106,373.5991801587839,523.0337781427249
141,899,64,760,90.49111784823504,250.23011626826042
773,208,337,135,892.1526883308214,327.3713532047555
265,530,747,624,681.2181630854806,358.8100375737921
513,664,418,82,162.4657359431338,672.5301631859344
75,176,668,784,671.9477698901551,99.72967080840692
164,267,540,777,638.4867712674535,326.52867051525914
552,340,523,561,316.712865250506,487.5283598522771
67,669,103,689,26.617597124236298,45.26719418201369
21,557,437,133,25.86560372371908,425.10031699435876
751,271,851,79,971.272543263994,342.81475880726003
486,379,881,470,679.1510760270124,367.5053080052553
448,690,26,846,422.06009517147174,557.9930824698173
417,691,565,506,291.7028665616734,303.9113539907065
83,864,37,611,56.13071426428381,322.9319926710264
372,181,429,373,720.0996015286579,309.81192466818356
125,396,642,827,619.7854282401624,276.5385012716243
461,584,47,147,414.423965365388,550.3490815477146
92,427,193,609,154.0951690415526,-25.08154576575933
56,480,851,310,620.202801368533,192.73503601956855
493,277,369,224,638.6756136032966,436.9840045397383
333,593,888,610,730.4654536939273,324.33624766115616
765,222,653,317,763.5595416864276,522.8494994735653
448,889,712,804,10.829084311284241,335.46918129121656
761,653,104,4,699.419640239173,656.3407121139256
717,38,243,537,880.8422763019817,496.6348015184643
771,568,232,498,626.1577654887859,862.3045637531579
713,801,751,601,54.69150884482345,778.4677389754006
851,248,496,178,919.9009898696166,418.4512341991841
657,381,1,515,657.3162277660168,783.1035027640031
784,876,569,350,245.76403516361162,991.5541747602589
777,877,215,415,585.1208750044347,1018.9328833043776
57,243,332,99,287.5442944248689,161.18827772727295
839,453,569,718,489.59799945163786,852.583975596709
498,494,766,853,510.35538530962,494.22845964173104
668,399,651,845,249.41155396660713,365.4455750190485
710,768,377,327,355.47023522618616,858.6590134192926
747,109,832,890,700.9886223194972,858.5005448364317
565,426,639,623,503.36188071903865,336.2424995016235
338,355,704,523,348.18834454476644,582.574002594504
89,702,794,330,83.85243139041212,388.59072284117457
213,361,417,638,556.5568426496739,334.8598035252455
345,361,688,859,336.4720724615843,373.3142253316326
183,629,767,256,264.2883100701586,384.3854935468907
255,461,546,111,599.0331461756631,354.24884552768054
216,236,742,4,800.0440795749694,233.06106441737828
228,245,83,833,291.8374076456805,-85.0248834357272
682,367,852,852,202.06983310719883,459.77917913261393
303,181,730,275,888.5431587080332,166.80110537995438
820,408,615,876,462.72308839863643,831.7788623814747
705,248,602,18,967.5191299243454,262.3948075566325
241,608,607,162,175.04520703132516,457.7021498627096
454,528,36,470,418.8469317216927,318.32686163126556
199,471,436,122,390.9823463011134,351.66715513817144
574,53,76,889,644.1114703631309,684.5662724796762
90,795,149,704,4.263967979810788,149.31315033183822
212,421,376,151,469.8129509438778,286.2444659568973
288,549,755,742,635.469954977848,487.76280571991566
682,21,16,640,695.954497764741,495.07594132627776
384,236,71,13,453.96997938763286,232.50336339117067
308,147,645,536,798.8007064431667,316.554725911718
235,147,424,550,635.931759759658,195.9126702827041
333,631,340,512,268.7963720119655,210.0032853468127
674,779,521,438,188.6184464002018,799.4036036407457
443,383,315,74,591.4306320952171,412.733932935959
216,151,587,338,753.6976299520829,79.51205261514322
308,277,204,489,499.65109967531976,306.5776435053367
561,755,434,34,164.48969645150999,764.9846600321212
148,254,402,479,493.3797325428237,101.41622046605231
816,713,190,278,676.4814244001799,882.3747740835724
416,274,270,492,624.0229510837156,606.5029864429929
332,330,640,834,473.25100700490447,643.3241252704058
730,898,633,296,130.60066685759605,978.5823873951207
253,123,877,392,963.8161742321682,111.6245146926255
386,88,802,42,1012.8885733420994,83.00711013184738
269,289,791,280,867.2498073490773,218.80335951753406
878,71,494,446,1018.5561328946329,481.52162108470185
317,553,449,109,277.5614610020001,451.95871962244235
309,525,556,123,529.4342325727856,405.6989602472633
599,861,175,575,427.08691569034227,865.2940313664234
476,254,470,10,802.3329772886517,255.5401005141082
314,58,894,653,915.5887141277225,314.33331151379593
158,409,499,452,525.6395316291494,155.83595256161692
120,203,755,631,779.1032709711756,109.42780823337367
139,481,267,736,221.93564393606903,-22.572838496440944
181,191,61,451,226.6480219962221,-40.996181235155866
440,77,776,206,1007.1609038965665,126.89305081081405
93,438,111,292,113.61343283238028,174.1252965234474
723,486,284,833,559.7869384097045,872.6610994087578
478,172,744,803,555.3653252259389,731.6098377796056
87,357,204,510,187.39782357405096,1.6649219299065423
604,312,32,242,623.4916879275514,536.3788183224613
106,254,514,365,545.9269410950052,57.04414243405102
869,876,402,823,512.3804032740186,1087.0311548642123
570,883,361,693,221.59399423051013,630.5847365558407
715,267,680,798,471.6696746276787,780.1934927286871
585,730,359,822,248.28675258805447,287.37957979607876
481,218,819,888,341.669187379956,625.6556509366757
470,252,161,752,607.2967284460686,760.990992973337
603,432,496,282,257.1760632336677,603.5115684809049
838,834,248,531,630.2557898392771,1052.3886887599583
105,469,101,647,114.01248691527414,-39.0152864313412
448,683,441,209,148.06281835367292,594.2609489684045
212,456,268,885,341.5759651847459,35.90653622182252
700,813,298,508,417.94245818025547,874.3974370497731
2,839,374,613,-141.49700674305444,264.3456988017425
822,489,808,348,212.26817262621097,771.880721367554
754,712,747,868,111.57650557678295,558.7944880830697
856,403,801,21,904.9861777100023,423.9112263113231
261,377,260,195,466.03442057841346,252.7756925408175
168,530,742,92,182.28356719736206,439.04935754053844
649,429,675,695,249.48863539029867,407.6259677825913
397,896,265,222,157.2463111613798,817.7126880144991
898,807,22,234,883.9773376222678,971.4016059363001
232,325,886,715,657.1053915535823,504.2335515679291
579,750,264,772,322.1234526308888,429.0065524931149
652,445,891,267,63.771744851428515,645.0313070338506
574,743,533,664,145.07217988483387,414.2405390103794
626,845,432,90,211.3654791885203,872.9413534372001
466,832,125,138,342.45476886679876,813.397398729573
191,682,367,608,119.90015355200269,137.64913998925778
378,81,503,251,817.2926452270939,115.30206795949503
707,352,312,449,648.0864566876195,729.7330226767265
21,31,330,232,303.04005711103673,-100.05663451795496
305,485,546,60,456.27944295640816,425.44874059431345
578,552,694,482,442.93214391370583,376.23788905786313
514,688,544,438,196.871552715449,464.7039098000104
289,805,200,389,135.30646061870414,510.39169734948126
499,851,893,250,-163.3191861323836,805.3776265909328
240,666,317,599,157.73778183941852,141.87460254088475
257,457,859,699,547.1927247202019,530.3244736836682
54,120,548,601,545.6725288037741,-47.14234381633924
219,463,762,176,717.674952669583,300.02271916290647
673,592,187,499,527.4516294591206,782.8912481501432
201,550,61,87,184.7582935000458,465.5011817526304
343,322,373,117,660.300103188984,282.8190052409438
822,151,488,388,909.5811821050756,514.5659628805414
40,54,63,483,86.14228027822199,-219.14146933428387
768,156,252,716,877.5208682887999,805.3519918302516
356,50,170,117,524.7438391515749,39.55760140461982
282,647,100,466,220.010755110444,236.1014381021421
602,125,135,10,714.9692251357876,129.34961597577004
142,153,75,782,198.455847491644,-211.32427769298087
739,504,714,583,186.60144349319862,694.5326287037923
725,556,297,452,507.5010358800078,768.3886136646017
613,685,642,759,163.45592085295974,319.2249745182457
237,718,715,276,69.95743346441044,481.9975169902811
44,707,746,382,73.32276570230664,340.2090739303923
569,691,18,891,552.6194749740088,933.842650239728
806,522,760,261,215.52146784256666,738.7684970320147
448,437,423,831,441.15613294881666,370.78028345122766
757,151,418,728,870.2526380175374,807.6773261816917
94,305,765,190,720.825169598033,153.3174752502312
643,847,329,234,322.53644533138106,890.3685871199841
682,482,428,131,372.93388493066374,600.3514257710531
54,285,263,128,213.59870213438882,175.8034312151222
169,472,330,837,319.7360887880389,18.620342921582836
860,331,694,848,547.191858241724,900.2499843570012
565,19,620,760,895.3879305241272,621.1003597577982
400,179,26,200,425.7465186923432,160.53635819404363
890,703,692,98,315.9808789170494,782.7846860075409
393,81,629,788,823.8983330277705,590.3384622741763
466,366,261,424,443.73113837863355,524.143217495153
385,729,119,347,277.8459569209527,506.56631133006215
341,273,156,373,490.92704079966325,293.85102787927246
483,717,383,666,190.17618551226897,256.85752051974464
582,785,684,472,48.25871177862794,664.4004989229035
428,662,228,368,253.1118881599869,396.0991705947411
279,10,285,693,559.0080727706575,95.9320721203321
804,681,780,232,125.76794352252067,831.9713524338227
376,133,86,307,461.33214942394517,132.3253967248778
558,5,21,117,578.2927889480897,38.08514254230747
73,708,392,32,-102.05758648685752,680.9995450197947
745,424,66,150,743.562847017381,570.6861901146128
860,240,455,554,851.593315616563,758.9999120258042
417,673,353,299,219.72523218061613,472.45103019380275
741,251,121,235,791.1544587654741,473.41292315847306
675,417,78,882,673.1661208708588,975.3175788058912
887,602,759,149,299.3852691043261,732.5739608114601
793,392,420,547,626.7666747547565,810.2568262600951
96,334,44,16,111.26067027912772,318.9000308859954
585,626,16,129,571.9855056506707,691.4077471458457
880,592,25,757,871.5354252413374,1125.7468149399795
319,793,486,258,29.78324619446431,627.3640896691776
554,452,230,589,386.55781058607096,295.3757414568076
6,491,802,644,509.65287611427675,14.128577310393657
630,247,518,51,878.3339122146243,284.14847361349746
361,884,883,744,71.5730938662944,314.9241065868878
103,514,540,265,337.4266584719008,259.9124495295676
249,308,726,389,803.9886538334215,249.4055084096576
575,306,581,637,340.19127341281575,573.335536997425
676,727,708,627,98.71301790368958,622.8946859944956
763,679,496,25,340.7454353915092,698.7067776710574
442,399,376,874,481.3311037674345,607.5776961494372
349,336,57,599,397.5688242241334,175.0258010682577
387,456,710,693,472.3796166679123,507.4470598585003
410,806,272,376,175.72213907474438,595.5178594822696
448,708,638,568,285.6004626189044,296.56267320584055
553,411,491,153,261.978491424448,544.6039098273491
647,621,446,335,248.91141999303574,688.0596115316124
92,394,885,467,780.0351970757714,89.97130140735757
476,666,683,123,23.86085913189018,646.6073247503906
412,70,859,580,868.6453295019724,391.5944332747627
61,282,394,75,315.27618948691304,216.0882520908679
4,48,170,413,133.9687382553367,-178.58675463689795
22,8,434,685,410.5538651095059,-180.22955879234152
472,713,785,245,-3.084483960024901,625.6676089129539
372,420,634,344,275.3010449546422,532.306616686387
545,470,82,632,498.4894978714704,691.1510228197162
139,892,534,361,-115.68128083502222,604.5801084080013
753,671,727,82,137.57467477924777,731.5359918471156
852,560,869,398,151.54620470523628,842.0576317558773
390,306,836,584,229.11626083378377,605.1670083714287
499,334,755,319,183.90754135104635,574.0838128424216
466,448,816,207,606.427142407132,428.63642341959974
240,650,11,685,232.55269004714097,104.39424464398695
352,842,685,637,69.65049303899684,350.17999087264565
878,615,531,459,471.11134086743,899.7985675291117
87,840,153,871,-8.710064015763095,60.91404576141842
138,125,604,681,695.2524836324493,114.86331007340925
873,758,783,105,188.44627718313058,836.200823315443
277,876,595,303,-78.24287610624629,681.1248410073051
484,516,619,462,366.3146356350416,510.99588368473457
91,707,327,895,11.247601189241278,-67.96006623175604
126,773,505,808,15.103254601452115,50.96041108460659
888,116,580,761,957.6089407989455,821.6187794133516
601,519,280,182,363.625367541268,616.3757214677677
766,511,490,348,404.85067645930246,758.0034509614565
377,589,302,500,343.44858417700385,228.13078998147236
457,206,310,29,718.9977447711617,208.4903149696149
366,802,703,211,-74.94634050136617,697.8558873664871
737,43,758,638,883.124312827982,608.5862174004103
309,408,668,616,437.62553267673024,593.9818508080522
358,264,400,808,657.2791184623775,750.7629291247436
127,162,41,288,155.65982670265944,-15.606369818892862
737,245,809,272,706.6435237094745,502.9497005579973
753,768,329,62,458.67623174495424,807.5191721560391
867,489,856,10,751.6449731644813,498.94573661527886
546,95,764,449,843.3365843326544,418.07766375816374
227,690,402,166,71.55322696667885,551.7636866226928
534,38,277,258,768.969359989608,161.24340120883875
223,751,884,805,391.75963790047535,96.59374547066471
756,99,382,503,915.8013811754248,554.3911937583631
46,499,55,236,43.01417614583568,268.88919739588044
537,370,727,365,200.50696933800722,537.274155073834
141,736,900,205,-109.16081150955146,558.3111542515572
635,776,833,833,77.32947375038162,400.495668221541
844,852,642,30,260.00580589442814,872.4377126971161
27,576,429,85,-21.525424690334475,492.72906468186204
1,533,174,797,2.1453832441269785,-129.059220926474
740,195,185,730,825.1146736288906,839.7822943512664
669,115,845,782,626.7032451624594,778.5932443024838
222,141,682,713,799.449867879834,317.20985234396124
296,430,294,697,517.3664564580578,580.3124306861549
159,619,64,489,132.21232050914543,170.71668105349292
622,805,791,670,38.376504374028876,576.3531607532104
561,260,560,551,466.6454830705356,669.8102706990222
20,344,253,372,145.33644217326147,51.330172176272356
899,662,861,534,165.1141809667204,946.3244542752569
879,213,353,607,929.1527539122377,784.2669909178003
810,252,796,855,506.85902707786056,865.9500893277648
358,899,311,320,96.36903824967182,735.1290322317305
842,437,734,357,352.58102937263936,751.7775308989627
27,138,704,234,654.6700998900778,-13.918534700244363
132,347,729,175,710.4628116773979,201.66494191198916
422,170,784,203,943.24902273709,220.89228474704166
13,46,187,177,159.15235681716965,-64.44237479939798
760,709,207,570,593.3472709855354,941.6130350284301
395,325,89,277,482.0628447054243,371.27755470159894
273,14,366,899,629.8504619275928,287.39484257689924
885,188,392,250,964.4580719424582,424.6507437783602
869,871,35,541,843.4997187966956,1176.619901549938
296,598,306,562,281.3255153513797,159.0013867375519
472,646,88,348,385.2422457199867,520.3259504305688
413,165,569,883,727.4202905129604,778.4429947548779
183,832,784,584,64.27764468790821,315.90618823716056
800,537,794,819,173.25652431367013,663.5291196060521
364,517,141,553,361.240188075401,189.98259089739224
325,876,181,212,166.24098118973626,771.5638181074687
574,806,357,561,233.38761107452507,623.3642004169793
311,767,882,827,386.0553518088688,122.93038606937762
518,884,884,40,-185.9306113221305,888.4305771682401
302,603,835,444,716.2221456663733,245.1519203040865
390,519,879,435,263.485251006789,510.4397898858353
161,280,2,682,162.01660868078966,-130.39067040469757
299,128,734,448,875.5767931529002,206.95750007443806
148,812,18,514,134.38923781176422,367.6784858848839
177,381,485,383,559.3166839786409,167.91163443838505
617,204,852,359,591.122639045536,518.441345746779
255,115,324,171,567.8186901951357,63.59585882472276
582,140,226,545,746.3325719795046,594.7621295840752
509,40,613,523,873.7756013781587,381.35491038021206
66,690,375,255,-2.5860620267793655,448.02925264431843
327,425,843,700,278.60702766279394,518.8180757029546
863,706,631,637,314.6814676944303,915.688502712423
432,221,485,51,804.2508573565971,222.54574863909468
371,741,870,659,446.5366876012856,217.55944418935258
592,682,291,513,314.6914403093249,548.1324024266282
287,394,259,77,489.4484723660207,328.95171401810916
741,821,786,50,42.044021718806654,849.7599431472001
846,639,658,851,289.90805314725816,782.9599326071036
342,522,172,878,353.1103470738732,86.38551657267246
381,500,318,239,552.3660423989005,377.7591880008439
305,856,11,780,294.6847201740343,373.13973805204637
10,730,888,86,-285.21850372405163,654.0138515548626
881,184,287,68,995.6129087626284,244.05536699692018
342,576,761,892,593.362665085184,632.8743322918081
894,33,2,298,895.3679947435272,280.19875840786096
225,280,91,750,290.4113350655944,-46.30643605045757
738,660,298,395,487.4676357071949,814.9230775710623
662,664,670,169,90.76193255690505,744.2483952658055
55,220,132,13,128.5103382062106,208.85292615193245
120,449,664,726,591.3737345011383,178.19332564376535
651,834,785,275,-36.19836780482685,878.739078550976
289,552,539,563,571.0428614965192,316.5557774945477
595,108,554,198,925.2216416210248,228.90747321046553
452,756,293,27,188.1614163215246,755.0300120802348
152,844,576,691,-30.169048985353896,223.37542605279467
669,899,386,250,293.2668265554183,949.2714002056822
201,848,795,607,53.312905142678936,319.9426215060429
808,132,544,224,989.1502086383229,327.4816580700243
354,722,62,355,298.1462518575172,485.56656994557136
184,693,877,218,12.567712301308765,498.6813230676997
732,204,634,314,780.9580509654634,495.3279812274429
235,104,495,622,699.5640011525016,211.53932304374828
542,599,582,124,115.66414382799967,623.3848535365536
887,787,156,283,775.7535742876155,966.8281583885707
848,315,464,324,765.4917807620877,630.5274399156368
446,323,710,105,777.1196021674791,360.59743470954953
492,319,120,170,577.6603678107901,446.1040675172214
654,774,367,896,302.1219765044618,497.82908895417586
134,440,698,579,647.7402634165612,146.1268083855729
690,348,734,356,256.6481533142995,664.4089104672229
612,337,121,774,647.822225514859,875.5499538312832
874,580,175,610,791.6141101203848,1006.5927404890301
651,529,563,80,223.9794599844206,596.5063811076576
439,160,635,416,772.7174279441624,398.7678476140967
830,563,9,690,827.3478529198535,1053.614743729203
471,529,834,564,265.3293831228346,533.130833158509
852,60,688,111,1180.7334761297352,146.72028690218215
62,257,33,266,77.77389614697623,49.75078503912373
688,209,324,868,784.6246834082838,922.2888869562412
309,272,493,528,677.5234966859165,467.9052129447028
46,337,676,835,578.9445104352485,101.73919130157041
8,339,477,415,324.3322954949795,32.46348837608728
898,892,383,98,569.7616027006424,956.1913820256809
163,224,708,417,783.8363057007789,94.34559071332548
896,7,734,95,1269.0448865010565,79.14510714898954
529,730,661,645,183.2031039677553,345.20713905464333
635,831,502,717,166.40545049652033,600.1315730093473
31,136,650,218,609.5340563895656,-6.789255761097269
216,351,355,344,506.7751251846348,199.42991648166543
860,57,22,172,874.9264578831899,193.19467307524502
809,717,825,549,82.66037897358768,878.6736983868536
95,713,847,312,47.015764949286535,419.8277688458704
168,212,843,333,885.6509954064899,80.7293426215973
7,879,587,157,-273.48493166214854,753.6794640006144
298,148,743,153,915.223957462988,111.71187062806096
98,270,575,203,584.8498501231802,120.1319603437943
149,132,875,69,895.2652805475129,88.64225665376613
440,550,425,820,543.3620638169095,668.2526948934485
666,28,160,320,793.6550968091198,249.8131333322357
770,806,711,369,115.11596554236013,928.7143169939948
118,526,512,838,351.01827954413363,38.833258655240954
255,582,599,757,535.8487403214081,294.9353806182814
232,22,635,714,811.3607478681598,194.41327737611599
50,858,770,211,-269.44804940393107,686.2214561484716
632,815,468,456,191.84336470640625,773.9653147865412
824,740,533,346,349.2349081427451,915.938680395315
165,771,92,56,102.49637891563496,731.2435960990974
169,610,603,133,81.66743695251965,484.37366323976363
543,126,397,656,785.4584170149624,657.7859799010803
381,706,874,500,526.8225632105675,305.30678355924607
685,521,454,529,317.3401001499395,614.1597858053243
358,143,97,757,453.6658574656933,137.0175053879439
443,167,376,101,759.8842514949527,182.19787093351187
490,210,440,155,782.8104090460029,280.5730740910299
568,813,796,54,-81.94079828221028,826.0804150730623
772,233,603,727,673.6526693990916,834.9263382916951
6,773,518,212,-152.47831340389544,582.0957726714315
825,805,871,776,51.05286039250981,849.203565378535
637,313,236,505,665.3468898046018,737.8214561458967
546,194,585,544,616.4599551519882,641.8194871800005
67,824,318,78,-111.52726214030459,764.4751070203082
22,516,277,215,63.3376269857035,304.14006136722634
881,184,277,190,963.8409902110758,360.35128798836814
661,430,181,811,604.1357417501731,888.0543634445037
776,744,317,110,502.75295983553866,815.7493907850583
144,579,626,335,393.0720256248565,259.72790051652595
803,639,773,50,189.63301694879004,681.5263833982956
742,312,215,709,765.2325580414546,895.7537095592854
764,373,431,84,766.6099650684846,456.2379993450421
182,671,515,53,-38.52642041885037,627.7448671212491
283,748,539,720,152.19327251253645,140.35565548861982
608,540,178,260,463.73818307550306,637.8844721232298
364,188,486,763,724.3587426423375,669.9341760022414
477,599,169,25,321.9464252705551,601.493775213318
453,757,126,245,330.2229919066057,682.8234953449795
256,464,197,547,334.90225683136276,138.64041660675775
680,834,898,669,-34.90286446301665,709.4509818304589
510,58,815,92,1085.3385399858687,82.18396383166265
111,669,843,781,426.4157613546714,54.46454187401733
492,377,177,627,493.1653982805951,656.0077463235257
71,243,28,457,85.18050550781066,-76.8756766723963
481,9,659,130,1003.5765732092076,36.76972218526649
200,131,650,577,779.8345771944448,155.07135247220663
702,558,325,116,450.2791898568319,652.0701838331892
21,46,651,519,618.0909709363079,-138.48008415160675
520,25,425,878,843.4922740092494,704.1975971904693
255,626,478,333,307.8194635014121,316.44509499673967
835,135,876,283,1009.3282781125,391.9068202273114
39,276,873,805,767.0087537284477,89.03881414940697
232,479,49,406,230.86862724738097,149.8985888022044
749,791,341,622,435.607269378403,894.670183511964
845,565,603,669,377.45952763925357,843.9180187534597
382,260,840,340,741.3158622914389,403.1765120131533
154,138,127,798,257.5275522192784,-173.84195264725025
667,479,362,246,403.73774390554354,658.6407588124441
323,900,159,9,178.15328385221375,897.4815181552477
188,119,237,12,400.78271541045564,111.67575408316098
0,609,97,863,-22.930506380321827,-128.72652897038597
358,323,559,830,485.2276221244939,656.5392809678366
351,395,398,583,525.6421986472234,628.1693742414914
805,409,120,693,798.8529721742824,957.6573494685831
193,3,387,153,566.8377594185426,-52.75060117889344
321,505,789,256,770.7507411248571,310.52995806568816
317,338,738,112,825.7936371674026,280.28504470663967
187,42,734,81,855.385990110703,3.9108522688424117
319,710,314,558,158.42657537308787,232.40823704904298
853,120,680,650,875.3914662429721,727.463610113841
614,408,362,852,398.0164943388944,336.53850734450344
691,534,896,181,42.07884354102158,670.934126449662
563,82,539,231,914.7025202067587,209.84319568252644
395,553,185,190,346.7632332923482,389.41616969809155
265,372,821,254,847.7836956869885,249.43703702975841
233,875,322,485,14.788242661904283,490.0141285057103
237,303,183,232,383.3528106270735,187.23833583897178
334,4,719,627,902.1589511669282,242.7610350946641
284,298,416,803,641.9913552841042,669.45576583875
460,369,161,78,555.6093452399577,411.0005684420268
237,423,192,865,337.2890551272238,31.292243249058654
312,289,717,300,812.9458107009269,287.7951134978944
468,504,556,131,565.4391248891918,428.1396761178863
751,466,600,370,313.00016038656054,739.3018536495148
168,522,591,846,509.8248208213348,221.92209818007703
25,871,385,697,-142.91071679661465,225.3944976868271
185,530,412,407,347.66429729041045,193.89202877932448
259,215,360,732,596.8368338930277,447.850634251488
828,264,756,310,708.7532578383529,565.8149995103911
530,141,152,15,666.0809293300276,145.0766884195252
411,162,868,209,983.9952755448356,207.25334885329124
779,210,507,730,783.4124757693126,846.4851118217194
679,806,105,876,584.6399883377748,1051.3562164271107
705,205,31,299,725.5038347673487,474.0500044086395
312,587,694,291,628.9380522726244,322.48650934850605
271,390,290,667,503.40863712380343,451.82690771968583
27,357,212,258,120.17329676114865,134.78396544299548
396,39,95,148,490.7781891742368,42.60782304204098
251,579,259,760,243.2167299910093,30.683751823462487
619,528,592,529,271.68325540421955,427.1544542834365
68,106,685,226,693.5636413669844,-24.054669630469526
112,478,860,196,647.0062589993516,288.75085716407375
